STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-09,5.59,0,0,11,17,29,4,,160,180,14.1,19,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-10,9.62,0,0,9.8,29,35,27,,150,150,18.1,23.9,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-11,10.51,0,0,9.1,31,32,16,,310,330,16.1,19.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-12,8.72,0,0,7.9,21,32,6,,340,340,19.9,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-13,6.93,0,0,7.1,18,32,4,,210,210,19.9,23.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-14,10.29,0,0,7.1,27,34,16,,220,220,17,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-15,8.28,0,0,7.1,22,36,8,,50,70,15,19,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-16,6.93,0,0,5.9,26,39,13,,30,60,13,17,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-17,2.91,0,0,5.1,22,37,7,,280,270,12.1,13,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-18,6.26,0,0,5.1,33,38,31,,240,20,10.1,13,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-19,6.49,0.14,0.4,5.1,35,40,33,,340,340,13,18.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-20,5.82,0.06,0.7,5.9,31,33,27,,140,130,13,17,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-21,6.49,0,0,5.1,32,36,30,,190,160,16.1,19,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-22,6.26,0,0,5.1,36,41,32,,50,40,13,16.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-23,13.42,0,0,3.9,35,38,30,,110,100,28,36.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-24,14.09,0.14,1.3,3.9,32,37,27,,110,110,21.9,30,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-25,18.57,0.06,0.5,3.1,35,36,32,,180,170,35.1,44.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-26,5.14,0.21,2.1,3.1,32,34,29,,140,130,13,16.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-27,10.29,0,0,3.9,34,46,26,,170,180,21,27.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-28,12.75,0,0,2,37,39,26,,340,320,25.9,33.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-29,7.61,0,0,2,26,30,20,,300,300,18.1,23,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-30,11.63,0.28,5.6,5.1,19,24,12,,10,10,23,31.1,1,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-03-31,17.45,0.14,2.1,5.9,14,16,7,,360,10,28,35.1,1,,,,,,,,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-01,13.87,0,0,5.1,13,24,7,,270,260,21.9,27.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-02,12.75,0.14,1.5,3.9,19,26,10,,10,10,23,32,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-03,15.21,0,0,5.1,15,18,4,,360,360,25.9,32,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-04,8.72,0,0,5.1,15,28,4,,240,220,18.1,23,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-05,9.62,0.07,1.5,3.9,20,27,9,,330,330,33.1,42.9,1,1,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-06,18.79,0,0,3.9,13,20,3,,320,320,31.1,42.9,,,,,,,,1,1,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-07,5.37,0,0,3.9,14,24,3,,290,290,16.1,19.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-08,8.05,0.07,0.5,3.9,18,27,8,,130,90,15,18.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-09,5.59,0.03,0.3,3.9,26,31,22,,340,180,10.1,12.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-10,8.05,0,0,3.1,32,40,27,,240,220,16.1,19.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-11,4.25,0.02,0,2,33,42,25,,90,90,12.1,14.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-12,7.83,0,0,1.2,35,39,33,,30,,13,,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-13,17.45,0,0,1.2,33,37,30,,10,20,25.9,38,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-14,16.11,0,0,1.2,30,34,26,,40,30,23.9,32,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-15,13.87,0,0,0,30,35,24,,340,360,21.9,28,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-16,10.51,0,0,0,29,39,19,,10,360,21.9,27.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-17,8.5,0,0,0,34,45,25,,340,340,19.9,23,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-18,11.18,0,0,0,40,52,31,,360,360,23.9,31.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-19,4.25,0,0,0,41,57,27,,350,250,12.1,17,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-20,9.4,0,0,0,44,56,32,,180,140,18.1,27.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-21,10.29,0,0,0,47,62,33,,200,190,18.1,30,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-22,14.32,0,0,0,51,67,35,,180,180,23.9,36.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-23,9.17,0,0,0,53,67,41,,10,350,16.1,23,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-24,14.76,0.04,0,0,50,56,32,,340,340,28,36,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-25,14.09,0,0,0,46,66,29,,200,200,25.1,33.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-26,18.12,0,0,0,51,62,40,,350,350,35.1,42.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-27,19.01,0,0,0,50,56,33,,340,340,35.1,48.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-28,9.62,0,0,0,43,59,26,,160,160,21,29.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-29,25.5,0,0,0,55,73,43,,180,170,38,55,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-04-30,19.69,0,0,0,66,81,39,,360,150,33.1,47,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-01,10.74,0,0,0,44,46,37,,330,340,28,38,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-02,5.82,0,0,0,49,72,31,,290,290,19.9,27.1,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-03,5.82,0,0,0,58,73,38,,280,290,16.1,25.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-04,12.53,0,0,0,63,82,41,,290,290,32,44.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-05,13.42,0.01,0,0,67,83,54,,10,10,23.9,33.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-06,6.93,0,0,0,64,83,40,,280,270,23.9,31.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-07,10.51,0,0,0,66,87,43,,220,240,23.9,33.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-08,10.96,0.32,0,0,63,67,55,,30,40,18.1,25.1,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-09,12.3,0,0,0,55,69,39,,350,350,30,40,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-10,9.84,0,0,0,45,54,30,,10,30,17,23.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-11,7.16,0,0,0,48,66,29,,80,80,18.1,23.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-12,5.82,0,0,0,59,70,50,,140,140,13,18.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-13,8.5,0,0,0,62,78,49,,240,210,19.9,25.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-14,9.4,0,0,0,67,83,51,,10,360,29.1,36,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-15,12.53,0,0,0,65,83,47,,240,250,19.9,27.1,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-16,12.75,0,0,0,76,89,61,,60,60,23.9,32,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-17,11.63,1.14,0,0,65,67,54,,100,100,25.9,34,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-18,15.21,0.01,0,0,56,75,45,,360,360,28,36,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-19,17.9,0,0,0,51,67,42,,30,30,33.1,40.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-20,2.91,0,0,0,56,73,38,,150,130,14.1,18.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-21,8.28,0,0,0,61,74,45,,150,130,17,25.1,,,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-22,7.83,0,0,0,64,83,53,,120,100,14.1,19,1,1,,,,,,1,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-23,14.09,0,0,0,73,83,64,,180,170,28,36.9,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-24,14.54,0,0,0,77,92,70,,190,160,25.1,32,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-25,8.28,0,0,0,78,93,60,,310,310,25.1,36,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-26,8.95,0,0,0,78,93,58,,280,280,25.1,34,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-27,11.18,0.18,0,0,72,83,61,,320,330,33.1,44.1,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-28,12.53,0,0,0,76,89,64,,40,20,21.9,32,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-29,14.54,0,0,0,79,92,63,,150,150,28,38,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-30,9.17,0.28,0,0,73,80,62,,180,170,23,33.1,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-05-31,8.72,0,0,0,69,82,60,,340,340,17,30,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-01,15.43,0.06,0,0,71,82,58,,110,170,29.1,40,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-02,17,0.34,0,0,63,67,57,,290,300,29.1,38.9,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-03,18.12,0,0,0,60,75,52,,330,320,31.1,40.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-04,7.61,0,0,0,69,88,50,,50,70,21,27.1,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-05,12.3,0.51,0,0,71,88,58,,280,280,32,42.1,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-06,11.18,0.5,0,0,70,75,56,,100,100,33.1,46.1,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-07,8.05,0,0,0,65,76,50,,180,170,16.1,21.9,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-08,15.21,0,0,0,70,82,61,,150,160,25.9,36,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-09,12.97,0.07,0,0,76,91,66,,10,360,25.1,36.9,,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-10,15.43,0,0,0,75,87,64,,130,130,28,36.9,1,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-11,10.96,0.69,0,0,68,70,49,,210,200,28,40.9,1,,1,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-12,8.05,0,0,0,58,75,46,,340,340,21,28,1,1,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-13,9.17,0,0,0,66,81,49,,210,190,18.1,23,,,,,,,,,,
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",2018-06-14,18.79,0,0,0,73,84,64,,130,140,35.1,44.1,,,,,,,,,,
